1.224600806742569330e+04 6.835648541773023680e+03 -4.581517792107334571e+03 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.994644561369454095e+04 1.667895782230738405e+04 -1.125586557966246801e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.248164173331639176e+04 2.929359795091991691e+04 -1.963199172376382921e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.946666971906706749e+04 4.444279357182278909e+04 -2.959552103613825238e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.106253310796871956e+05 6.185731230951944599e+04 -4.121788986782418215e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.457448842263980769e+05 8.155908780767429562e+04 -5.419891996507179283e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.846560529594486870e+05 1.033888606026933703e+05 -6.858730559096939396e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.272140171463888255e+05 1.273096853270584979e+05 -8.425412993254289904e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.120906260369252959e+04 -7.206437341120325755e+02 4.738220062561105124e+02 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-2.457105701233911168e+04 4.442493804600887415e+03 -3.065702339595170997e+03 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.388056081556512072e+04 1.182434358548424098e+04 -8.298479581997546120e+03 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-6.846549843020162371e+04 2.127936999277281939e+04 -1.487715672974041263e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-9.790664307117146382e+04 3.260803218873605510e+04 -2.274568296946308692e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.319000127999801771e+05 4.582059933359839488e+04 -3.162845019702580248e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.702164237906672060e+05 6.068034817540372023e+04 -4.168904093980798643e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-2.126681348206986440e+05 7.701262853327918856e+04 -5.302972618622405571e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-2.598651160240495228e+05 9.417605747389337921e+04 -6.349617459539046104e+04 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.863551294086318194e+03 -7.792370617880569625e+03 5.261762405766619850e+03 2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
